case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date
1494828,Air Property Maintenance,"Air Property Maintenance Company, Inc.",3910 Constellation Road - Suite 104,Lompoc,CA,93436,561990,All Other Support Services,53,0,23,31585.25,23,2/8/2007,10/12/2007
1612295,Aires Mountain RO- Aurora CO,AIReS Relocation Solutions Inc.,"2260 South Xanadu Way, Suite 300",Aurora,CO,80014,561990,All Other Support Services,30,0,30,28508.57,26,10/1/2008,9/30/2010
1612297,Aires West Coast RO- Huntington Beach CA,"AIReS Relocation Solutions, Inc.","7755 Center Drive, Suite 1000",Huntington Beach,CA,92647,561990,All Other Support Services,13,0,13,15563.76,13,10/1/2008,9/30/2010
1612292,Aires Central Regional Office- Pittsburgh PA,"AIReS Relocation Solutions, Inc","6 Penn Center West, Suite 200",Pittsburgh,PA,15276,561990,All Other Support Services,7,0,7,8887.45,6,10/1/2008,9/30/2010
1612294,Aires Gulf Coast RO- Houston TX,"AIReS Relocation Solutions, Inc","13105 Northwest Freeway, Suite 1110",Houston,TX,77040,561990,All Other Support Services,8,0,8,9960.33,8,10/1/2008,9/30/2010
1378699,Ajilon Communications,"Ajilon Communications, LLC & Ajilon Communica","2030 E. 4th St., Suite 210",Santa Ana,CA,92701,541618,Other Management Consulting Services,0,0,0,0,0,11/13/2002,11/12/2004
1461979,"Ajilon Communications, LLC","Ajilon Communications, LLC",12912 Dunlop Circle,Tampa,FL,33626,515210,Cable and Other Subscription Programming,1,0,0,0,0,11/19/2004,11/10/2006
1436035,Ajilon Communications,"Ajilon Communications, LLC","5131 S. Procyon, #A",Las Vegas,NV,89118,517510,Cable and Other Program Distribution,0,0,1,0,0,12/6/2005,6/1/2006
1433877,Ajilon Communications,"Ajilon Communications, LLC",Jobsite: Fort Drum,Fort Drum,NY,13602,238210,Electrical Contractors and Other Wiring Installation Contractors,0,0,0,0,0,12/9/2005,5/26/2006
1599069,AJ's Convenience Store LLC,AJ's Convenience Store LLC,149 South Ash Street,Nowata,OK,74048,445120,Convenience Stores,44,0,28,12402.12,28,9/10/2009,9/9/2011
1637572,AJ's Convenience Store LLC,AJ's Convenience Store LLC,2605 N. Cincinnati,Tulsa,OK,74106,447110,Gasoline Stations with Convenience Stores,3,0,1,81.6,1,1/5/2010,1/4/2012
1637573,AJ's Convenience Store LLC,AJ's Convenience Store LLC,302 N. Haskell Blvd,Haskell,OK,74436,447110,Gasoline Stations with Convenience Stores,2,0,0,0,0,12/29/2009,12/28/2011
1682117,Total Stop,AJ's Convenience Store LLC,501 East 1st Street,Hominy,OK,74035,447110,Gasoline Stations with Convenience Stores,3,0,2,411.9,2,6/1/2012,2/28/2013
1809881,Handy Dan's Store #4,"REH Convenience Store, LLC.",8310 East Maint St.,Ridgeland,SC,29936,447110,Gasoline Stations with Convenience Stores,15,0,8,11114.92,8,10/19/2014,10/15/2016
1809882,Handy Dan's Store # 1,"REH Convenience Stores, LLC.",28 Cotton Hill rd.,Tillman,SC,29943,447110,Gasoline Stations with Convenience Stores,23,0,15,7086.08,15,10/19/2014,10/15/2016
1809883,Handy Dan's Store # 3,"REH Convenience Stores, LLC.",8750 East Main,Ridgeland,SC,29936,447110,Gasoline Stations with Convenience Stores,20,0,14,13014.58,14,10/19/2014,10/15/2016
1794785,Handy Dan's Store # 2,"REH Convenience Stores, LLC.",5294 Cotton Hill rd.,Tillman,SC,29943,447110,Gasoline Stations with Convenience Stores,22,0,11,7942.13,11,10/19/2014,10/15/2016
1442365,AKI Industries,"AKI Industries, Inc.",14764 Heritage Crest Way,Riverton,UT,84065,236116,New Multifamily Housing Construction (except Operative Builders),3,0,1,5398.82,1,10/22/2005,11/11/2005
1378364,AKI Industries,"AKI Industries, Inc.",14764 Heritage Crest Wy,Bluffdale,UT,84065,238130,Framing Contractors,63,0,62,42871.9,62,11/15/2002,11/15/2004
1451438,"AKI Industries, Inc.","AKI Industries, Inc.",14764 Heritage Crest Way,Salt Lake City,UT,84105,236116,New Multifamily Housing Construction (except Operative Builders),14,0,6,11462.45,6,10/16/2005,11/19/2005
1485168,AKI Industries,"AKI Industries, Inc.",14764 Heritage Crest Wy,Bluffdale,UT,84065,23611,Residential Building Construction,127,58905,126,18342.14,126,12/1/2004,7/21/2007
1797870,PUMA -Brenas -996,AKI Petroleum LLC  and AKI Staffing LLC,"Carr 693 Int. 669, Km. 1",Vega Alta,PR,692,447110,Gasoline Stations with Convenience Stores,34,0,22,7213.89,22,7/30/2014,7/26/2016
1798070,PUMA CAGUAS - 379,AKI Staffing LLC and AKI Petroleum LLC,"Carr #1, Km 26.8",Caguas,PR,725,447110,Gasoline Stations with Convenience Stores,24,0,14,4755.96,14,8/6/2014,8/2/2016
1798073,PUMA ESPINOSA - 987,AKI Staffing LLC and AKI Petroleum LLC,"Carr #2, Km 24.5 Bo. Espinosa",Dorado,PR,646,447110,Gasoline Stations with Convenience Stores,21,0,12,2905.88,12,8/6/2014,8/2/2016
1798075,PUMA MANATI - 926,AKI Staffing LLC  and AKI Petroleum LLC,"Carr #2, Km 46.2 Urb Vista Atenas",Manati,PR,674,447110,Gasoline Stations with Convenience Stores,12,0,8,2469.26,8,8/6/2014,8/2/2016
1456615,"Akima Logistics Services, LLC","Akima Logistics Services, LLC",1524-B Adeline Street,Hattiesburg,MS,39401,541614,"Process, Physical Distribution, and Logistics Consulting Services",0,0,0,0,0,6/15/2006,9/15/2006
1655976,"Akima Logistics Services, LLC","Akima Logistics Services, LLC","Bldg. 6043, Higgins Road",Schofield Barracks,HI,96857,811111,General Automotive Repair,14,0,14,136019.35,14,12/4/2010,7/21/2012
1616538,"Akima Logistics Services, LLC","Akima Logistics Services, LLC",13777 Ballantyne Corporate Place,Charlotte,NC,28277,561210,Facilities Support Services,94,0,47,6010.25,47,1/1/2009,4/30/2011
1803968,Akima Logistics Services LLC,Akima Logistics Services LLC,US Marine Corp Logisics,Barstow,CA,92311,561210,Facilities Support Services,4,0,2,113468.31,2,12/30/2013,12/31/2017
1861904,Cricket Wireless (The Wireless Solution),Al Meghani Enterprises Inc.,11403 O'Connor Rd,San Antonio,TX,78233,517911,Telecommunications Resellers,5,0,3,382.27,3,8/17/2016,8/16/2018
1861905,Cricket Wireless (The Wireless Solution),Al Meghani Enterprises Inc.,3023 Thousand Oaks,San Antonio,TX,78247,517911,Telecommunications Resellers,3,0,1,201.92,1,8/17/2016,8/16/2018
1861906,Cricket Wireless (The Wireless Solution),Al Meghani Enterprises Inc.,"8002 Callaghan Rd, Suite 102",San Antonio,TX,78230,517911,Telecommunications Resellers,2,0,1,133.13,1,8/17/2016,8/16/2018
1861267,Cricket Wireless (The Wireless Solution),Al Meghani Enterprise Inc,105 S Flores,San Antonio,TX,78204,51721,Wireless Telecommunications Carriers (except Satellite),7,0,3,721.44,3,8/8/2016,8/7/2018
1407488,Alameda County Department of Probation,Alameda County Department of Probation,"400 Broadway, Suite #412",Oakland,CA,94607,9890,Other Local Governmental Facilities,0,0,0,0,0,6/16/2003,6/15/2005
1411110,Alameda County Department of Probation,Alameda County Department of Probation,3155 Kearney St.,Fremont,CA,94538,9890,Other Local Governmental Facilities,0,0,0,0,0,6/16/2003,6/15/2005
1411112,Alameda County Department of Probation,Alameda County Department of Probation,5672 Stoneridge Dr.,Pleasanton,CA,94588,9890,Other Local Governmental Facilities,0,0,0,0,0,6/16/2003,6/15/2005
1411113,Alameda County Department of Probation,Alameda County Department of Probation,224 Winton Ave.,Hayward,CA,94544,9890,Other Local Governmental Facilities,0,0,0,0,0,6/16/2003,6/15/2005
1501005,Alameda County Medical Center,Alameda County Medical Center,1411 East 31st Street,Oakland,CA,94602,966,Local Hospitals,1,0,1,2452.8,1,1/25/2006,1/24/2008
1741560,Alameda Health System,Alameda County Medical Center,1411 E. 31st St,Oakland,CA,94602,9660,Local Hospitals,1,0,1,0,0,1/1/2014,10/8/2014
1487227,Alameda County Medical Center,Alameda County Medical Center,1411 East 31st Street,Oakland,CA,94602,9660,Local Hospitals,1350,0,1338,873361.32,1338,8/14/2005,8/13/2007
1617212,Alameda County Medical Center,Alameda County Medical Center,15400 Foothill Blvd,San Leandro,CA,94578,966,Local Hospitals,0,0,1,0,0,5/12/2009,5/11/2011
1727443,Yoyo 5,"Alan Mode, Inc.",1160 S. Crocker St.,Los Angeles,CA,90021,31523,Women's and Girls' Cut and Sew Apparel Manufacturing,1,0,0,0,0,1/21/2014,4/21/2014
1585551,Yo Yo 5,"Alan Mode, Inc.",725 E. Washington Blvd #302,Los Angeles,CA,90021,315232,Women's and Girls' Cut and Sew Blouse and Shirt Manufacturing,1,0,0,0,0,3/14/2010,6/14/2010
1628293,"Alan Mode, Inc. dba Yo Yo 5","Alan Mode, Inc.",1160 S. Crocker Street,Los Angeles,CA,90021,315232,Women's and Girls' Cut and Sew Blouse and Shirt Manufacturing,1,0,0,0,0,5/15/2011,8/15/2011
1566496,"Alan Mode, Inc DBA Yoyo5","Alan Mode, Inc",1160 S. Crocker St,Los Angeles,CA,90021,31523,Women's and Girls' Cut and Sew Apparel Manufacturing,1,0,0,0,0,12/2/2007,12/1/2009
1642301,IHOP,Albany Food Corp,16 A Wolf Road,Albany,NY,12205,722211,Limited-Service Restaurants,11,0,11,399.9,11,1/4/2010,1/4/2012
1637977,IHOP,Albany Food Corporation,16 A Wolf Rd.,Albany,NY,12205,722211,Limited-Service Restaurants,27,0,27,1067.7,27,11/30/2009,11/29/2011
1642278,IHOP,Albany Food Corp,16 A Wolf Road--Clifton Park Location,Albany,NY,12205,722211,Limited-Service Restaurants,18,0,18,632.5,18,1/4/2010,1/3/2012
1642287,IHOP,Albany Food Corp,16 A Wolf Road,Albany,NY,12205,722211,Limited-Service Restaurants,10,0,10,332.8,10,1/4/2010,1/3/2012
1461709,Albany Medical Center,Albany Medical Center,43 New Scotland Avenue,Albany,NY,12208,6221,General Medical and Surgical Hospitals,0,0,1,0,0,3/26/2005,2/27/2006
1836070,Albany Med EmUrgentCare,Albany Medical Center,11835 US-9W,West Coxsackie,NY,12192,62149,Other Outpatient Care Centers,0,0,0,0,0,12/11/2015,12/8/2017
1668875,Albany Medical Center,Albany Medical Center Hospital,43 New Scotland Avenue,Albany,NY,12208,622110,General Medical and Surgical Hospitals,0,0,1,0,0,2/10/2012,10/15/2012
1388202,Albany Medical Center Hospital,Albany Medical Center Hospital,43 New Scotland Ave.,Albany,NY,12208,6221,General Medical and Surgical Hospitals,0,0,1,0,0,11/8/2004,11/15/2004
1582124,Allegheny County Police,Alegheny County,400 North Lexington Avenue,Pittsburgh,PA,15208,9640,Local Police Protection,7,0,6,62531.42,6,4/18/2009,4/9/2011
1502971,John J. Kane Regional Center - Glen Hazel,Allegheny County,955 Rivermont Drive,Pittsburgh,PA,15207,9670,Local Nursing Homes,15,0,14,3556.5,14,3/11/2006,3/1/2008
1491764,Allegheny County Bureau of Police,Allegheny County,400 N. Lexington St,Pittsburgh,PA,15208,9640,Local Police Protection,48,0,48,17374.68,48,9/28/2005,11/17/2007
1808580,Kane Regional-Scott,Allegheny County,300 Kane Boulevard,Pittsburgh,PA,15243,62311,Nursing Care Facilities,8,0,7,6693.22,7,12/20/2014,12/10/2016
1734267,"Alex Sanchez, FLC","Alex Sanchez, FLC",280 Savage Rd.,Corapeake,NC,27926,115115,Farm Labor Contractors and Crew Leaders,6,2550,0,0,0,1/1/2014,7/22/2014
1411614,Alex Sanchez,Alex Sanchez,2111 Liver Pool,Portsmouth,VA,23704,115115,Farm Labor Contractors and Crew Leaders,9,4200,0,0,0,1/5/2004,6/25/2005
1702774,Alex Sanchez FLC,Alex Sanchez FLC,278 Savage Road,Corapeake,NC,27926,115115,Farm Labor Contractors and Crew Leaders,5,2000,0,0,0,7/22/2013,7/21/2014
1353738,Alex Sanchez,Alex Sanchez,216 Savage Road,Corapeake,NC,27976,115115,Farm Labor Contractors and Crew Leaders,1,0,0,0,0,3/20/2004,4/20/2004
1415737,"Alex's Transportation, Inc.",Alex's Transportation Inc,211 N. Piedras,El Paso,TX,79905,485310,Taxi Service,10,0,11,1454.5,3,5/20/2005,9/4/2005
1424831,Alex's Transportation,"Alex's Transportation, Inc.",2900 Bond St,Everett,WA,98201,48821,Support Activities for Rail Transportation,1,0,1,238.19,1,7/10/2005,10/30/2005
1368701,Alex's Transportation,Alex's Transportation Inc.,PO Box 31180,Flagstaff,AZ,86003,482112,Short Line Railroads,0,0,0,0,0,8/13/2002,8/19/2004
1418806,Alex's Transportation,"Alex's Transportation, Inc.",1515 E. Cedar,Flagstaff,AZ,86003,488210,Support Activities for Rail Transportation,329,0,329,318816.63,329,7/8/2005,10/30/2005
1443831,Alice's Wonderland,"Alice's Wonderland Daycare, Inc.",37 Boulevard Motif,Brownsburg,IN,46112,624410,Child Day Care Services,1,0,1,794.17,1,9/4/2004,5/19/2006
1696813,Alice's Wonderland Playhouse,Alice's Wonderland Playhouse,888 Chickahominy Road,Toano,VA,23168,624410,Child Day Care Services,0,0,0,0,0,1/2/2013,7/15/2013
1499630,Alice's Wonderland,"Alice's Wonderland, Inc.",37 Boulevard Motif,Brownsburg,IN,46112,624410,Child Day Care Services,0,0,0,0,0,6/14/2006,12/21/2007
1723154,Alice's Wonderland,Alice's Wonderland,"223 Michigan Ave. School Rd., NE",Cleveland,TN,37323,624410,Child Day Care Services,2,0,2,48.25,2,3/25/2012,3/21/2014
1774950,"Circle K Incorporated, #4250 - Seminole","Alimentation Couche-Tard, Inc.",9097 Starkey Road,Seminole,FL,33777,44711,Gasoline Stations with Convenience Stores,10,0,0,0,0,11/7/2013,10/29/2015
1774951,Circle K Corporation #9782 - Oldsmar,"Alimentation Couche-Tard, Inc.",3170 Tampa Road,Oldsmar,FL,34677,44711,Gasoline Stations with Convenience Stores,10,0,0,0,0,11/7/2013,10/29/2015
1775505,Circle K Stores,Alimentation Couche-Tard,3400 5th Avenue North,Saint Petersburg,FL,33713,447110,Gasoline Stations with Convenience Stores,0,0,0,0,0,10/31/2013,10/29/2015
1775942,"Circle K Stores, Inc.","Alimentation Couche-Tard, Inc.",13396 Seminole Blvd.,Largo,FL,33778,447110,Gasoline Stations with Convenience Stores,1,0,0,0,0,11/4/2013,11/2/2015
1773819,All About Socks,"All About Socks Co., LLC",2315 NW Kings Blvd,Corvallis,OR,97330,448150,Clothing Accessories Stores,2,0,1,318.17,1,8/31/2014,1/7/2016
1743870,All About Socks & More (ID Falls),All About Socks LLC,2155 E. 17th Street,Idaho Falls,ID,83401,4481,Clothing Stores,2,0,0,0,0,9/19/2012,9/18/2014
1742603,All About Socks & More (Nampa),All About Socks LLC,16732 N. Marketplace Blvd.,Nampa,ID,83687,4481,Clothing Stores,2,0,0,0,0,2/1/2014,9/18/2014
1740493,All About Socks & More (Boise),All About Socks LLC,277 N. Milwaukee,Boise,ID,83705,4481,Clothing Stores,5,0,3,620.34,3,1/1/2014,9/18/2014
1524717,All American Roofing Co.,All American Roofing Co.,4019 Sebastopol Road,Santa Rosa,CA,95407,23816,Roofing Contractors,35,0,35,7838.46,35,9/4/2006,9/4/2008
1486936,"All American Roofing, Inc.","All American Roofing, Inc.",550 Telser Rd.,Lake Zurich,IL,60047,238160,Roofing Contractors,0,0,0,0,0,5/16/2005,8/15/2007
1425391,"American Roofing, Inc.","American Roofing, Inc.",PO Box 90004,Gainesville,FL,32653,238160,Roofing Contractors,0,0,0,0,0,1/28/2004,1/18/2006
1668605,AARC / Dallas LLC,All American Roofing,2845 Ladybird Lane,Dallas,TX,75220,236116,New Multifamily Housing Construction (except Operative Builders),0,0,0,0,0,1/1/2011,12/31/2012
1666286,All Green Corporation,All Green Lawn Corporation,690 West 155 South,Angola,IN,46703,561730,Landscaping Services,19,3973.75,19,5529.07,17,12/18/2010,12/15/2012
1660212,All Green Lawn Corporation,All Green Lawn Corporation,690 W. 155 S.,Angola,IN,46703,561730,Landscaping Services,23,0,23,3397.32,23,12/21/2009,12/20/2011
1628789,All Green Lawn Corporation,All Green Lawn Corporation,432 W. Eliza,Schoolcraft,MI,49087,561730,Landscaping Services,9,1980,9,13477.41,9,12/21/2009,12/20/2011
1635074,All Green Lawn Corporation,All Green Lawn Corporation,1728 Dewent Drive,Jenison,MI,49428,561730,Landscaping Services,5,0,4,217.95,4,12/21/2009,12/20/2011
1413836,Pearl Gates Home,Alleluia,1630 Manning Ave,Reedley,CA,93654,6233,Community Care Facilities for the Elderly,5,0,4,368.48,4,8/18/2003,8/17/2005
1421901,Hollywood Home,Alleluia,405 Hollywood Ave,Reedley,CA,93654,6233,Community Care Facilities for the Elderly,2,0,2,464.94,2,8/18/2003,8/17/2005
1421902,Acacia Home,Alleluia,783 Acacia Ave,Reedley,CA,93654,6233,Community Care Facilities for the Elderly,4,0,3,10456.43,3,8/18/2003,8/17/2005
1421899,Reedley Home (Country Home),Alleluia,3461 S. Usry Ave,Reedley,CA,93654,6233,Community Care Facilities for the Elderly,7,0,6,12075.13,6,8/18/2003,8/17/2005
1587206,Alliance Mechanical Inc,Alliance Mechanical Inc,5025 W. Diablo Dr,Las Vegas,NV,89118,238220,"Plumbing, Heating, and Air-Conditioning Contractors",140,0,86,791210.43,86,7/25/2009,4/16/2011
1440964,"Alliance Mechanical, Inc.",Alliance Mechanical,"6045 Harrison Drive, #1",Las Vegas,NV,89120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",32,0,20,7651.11,20,3/22/2005,10/31/2006
1564752,Alliance Mechanical,Alliance Mechanical Inc.,5025 West Diablo Dr,Las Vegas,NV,89118,238220,"Plumbing, Heating, and Air-Conditioning Contractors",0,0,0,0,0,1/1/2009,11/1/2009
1814674,Alliance Mechanical,Alliance Mechanical Inc.,P.O. Box 666,Essex Junction,VT,5452,238220,"Plumbing, Heating, and Air-Conditioning Contractors",1,0,0,0,0,2/14/2015,2/13/2017
1422560,Allied Community Services,Allied Community Services,3 Pearson Way,Enfield,CT,6082,62431,Vocational Rehabilitation Services,1,0,1,25.87,1,7/16/2003,7/15/2005
1566039,Allied Community Services,Allied Community Services,6 Craftsman Road,East Windsor,CT,6088,624120,Services for the Elderly and Persons with Disabilities,0,0,0,0,0,3/24/2009,1/15/2010
1484465,Allied Community Services,Allied Community Services,6 Craftsman Road,East Windsor,CT,6088,624310,Vocational Rehabilitation Services,1,0,1,133.16,1,7/1/2005,6/11/2007
1576516,Allied Rehabilitation Centers,"Allied Community Services, Inc.",3 Pearson Way,Enfield,CT,6082,624120,Services for the Elderly and Persons with Disabilities,9,0,9,1516.29,9,1/1/2008,1/15/2010
1591225,"Allied Industries, Inc.","Allied Industries, Inc.",11333 Vanowen Street,North Hollywood,CA,91605,23891,Site Preparation Contractors,0,0,0,0,0,1/30/2009,1/29/2011
1532241,Allied Environmental Services,"Allied Industries, Inc.",4570 Van Nuys Blvd # 308,Sherman Oaks,CA,91403,238910,Site Preparation Contractors,128,0,125,50664.41,125,5/31/2007,5/30/2009
1573965,Allied Environmental Services,Allied Industries Inc,11333 Van Owen Street,North Hollywood,CA,91605,238990,All Other Specialty Trade Contractors,0,0,0,0,0,3/7/2008,3/6/2010
1527490,Allied industries/Allied Environmental,"Allied Industries, Inc.",5725 Kerny Villa Rd Suite A,San Diego,CA,92123,238990,All Other Specialty Trade Contractors,0,0,0,0,0,9/30/2007,7/15/2009
1609582,Allina Health System,Allina Health System,"2925 Chicago Ave S, Mail Route 10905",Minneapolis,MN,55407,622110,General Medical and Surgical Hospitals,0,0,1,0,0,2/23/2009,9/22/2010
1785875,Mercy Hospital,Allina Health Systems,4050 Coon Rapids Blvd.,Minneapolis,MN,55433,622110,General Medical and Surgical Hospitals,0,0,1,0,0,4/6/2014,4/5/2016
1709019,Allina Health,Allina Health System,Mail Route 10905,Minneapolis,MN,55440,62211,General Medical and Surgical Hospitals,2,0,1,0,0,2/7/2012,2/4/2013
1842816,Edina Family Physicians,Allina Health System,5301 Vernon Avenue S,Minneapolis,MN,55436,6221,General Medical and Surgical Hospitals,28000,0,1,0,0,12/11/2017,2/7/2018
1741762,"Alutiiq Pacific, LLC","Allutiiq Pacific, LLC",100 University Drive,Fairmont,WV,26554,561612,Security Guards and Patrol Services,0,0,0,0,0,4/1/2013,10/18/2014
1708795,"Alutiiq Pacific, LLC","Alutiiq Pacific, LLC","3909 Arctic Blvd, Suite 400",Anchorage,AK,99503,561612,Security Guards and Patrol Services,23,0,12,4145.14,12,10/1/2012,9/30/2013
1703263,"Alutiiq Pacific, LLC.","Alutiiq Pacific, LLC.",8619 Westwood Center Drive,Vienna,VA,22182,561612,Security Guards and Patrol Services,1,0,1,2038.2,1,4/1/2013,1/25/2014
1847852,Alutiiq Pacific LLC,Alutiiq Pacific LLC,3909 Arctic Blvd  Suite 500,Anchorage,AK,99503,561612,Security Guards and Patrol Services,0,0,0,0,0,4/3/2016,4/3/2018
1435294,The Country Market,"Aloia Enterprises, Inc.",1392 Old Highway 16,Jefferson,NC,28640,445120,Convenience Stores,1,0,1,120.52,1,2/5/2004,2/2/2006
1435296,Nathan's Creek General Store,"Aloia Enterprises, Inc.",4778 US Highway 221 N.,Jefferson,NC,28640,445120,Convenience Stores,1,0,1,2522.5,1,2/5/2004,2/2/2006
1435293,Mike's Community Mart,"Aloia Enterprises, Inc.",203 Beaver Creek School Road,West Jefferson,NC,28694,445120,Convenience Stores,1,0,1,3272.5,1,2/5/2004,2/2/2006
1420193,The Corner Market,"Aloia Enterprises, Inc.",1462 US Highway 221North,Jefferson,NC,28640,445120,Convenience Stores,3,0,3,5563.22,3,2/5/2004,2/2/2006
1491075,Alondra Gonzalez Farm Corp.,Alondra Gonzalez Farm Corp.,2229 East Pine Avenue,Fresno,CA,93703,111332,Grape Vineyards,0,0,0,0,0,10/1/2006,9/21/2007
1558350,Alondra Gonzalez Farm Corp.,Alondra Gonzalez Farm Corp.,Alondra Gonzalez Farm Corp,Fresno,CA,93703,111332,Grape Vineyards,0,0,0,0,0,5/9/2009,9/15/2009
1404263,Alondra Gonzalez Farm Corp.,Alondra Gonzalez Farm Corp.,2429 East Pine Avenue,Fresno,CA,93703,115115,Farm Labor Contractors and Crew Leaders,0,0,0,0,0,1/1/2005,4/14/2005
1403228,Alondra Gonzalez Farm Corp.,Alondra Gonzalez Farm Corp.,2429 E. Pine Avenue,Fresno,CA,93703,115115,Farm Labor Contractors and Crew Leaders,36,11175,29,11200,28,1/3/2005,4/14/2005
1679791,"Alpha Protective Services, Inc (EPA, RTP)","Alpha Protective Services, Inc.",1701 Colonial Drive,Thomasville,GA,31757,561612,Security Guards and Patrol Services,139,0,63,170708.46,63,11/30/2012,12/21/2012
1681003,"Alpha Protective Services, Inc. (Fort Bragg)","Alpha Protective Services, Inc","Fort Bragg, NC",Fayetteville,NC,28301,561612,Security Guards and Patrol Services,398,0,139,0,0,11/30/2012,12/20/2012
1495896,Alpha Protective Services,"Alpha Protective Services, Inc.",1701 Colonial Dr,Thomasville,GA,31757,561612,Security Guards and Patrol Services,2,0,2,1327.68,2,5/23/2007,11/26/2007
1444548,Alpha Protective Services,"Alpha Protective Services, Inc.",1701 Colonial Drive,Thomasville,GA,31758,561612,Security Guards and Patrol Services,533,0,233,181848.75,233,4/10/2005,4/8/2007
1501715,Alpha Security LLC,Alpha Security LLC,"1951 W. Camelback Rd., Suite 205",Phoenix,AZ,85015,561612,Security Guards and Patrol Services,1,0,2,0,0,3/1/2006,2/28/2008
1274706,Alpha Security,"Alpha Security, L.L.C.",6245 N. 35th Avenue,Phoenix,AZ,85015,561612,Security Guards and Patrol Services,115,21114,113,44579.16,113,1/24/2002,3/27/2003
1525444,Alpha Security Services,Alpha Security LLC,"1951 W. Camelback, #205",Phoenix,AZ,85015,561612,Security Guards and Patrol Services,0,0,2,0,0,6/6/2008,10/30/2008
1581240,Alpha Security,"Alpha Security, Inc.","12805 Old Fort Road, Suite 302",Fort Washington,MD,20744,561611,Investigation Services,63,0,63,3462.46,63,3/25/2009,3/23/2011
1694080,"Alutiiq Diversified Services, LLC","Alutiiq Diversified Services, LLC","3909 Arctic Blvd., Suite 400",Anchorage,AK,99503,54199,"All Other Professional, Scientific, and Technical Services",0,0,0,0,0,2/4/2013,10/26/2013
1808617,Alutiiq LLC,"Alutiiq Diversified Services, llc",3909 Arctic Boulevard,Anchorage,AK,99503,561612,Security Guards and Patrol Services,1,0,0,0,0,1/8/2015,1/7/2017
1756632,"Alutiiq Diversified Services, LLC","Alutiiq Diversified Services, LLC",200 4th St SW,Huron,SD,57350,921190,Other General Government Support,0,0,0,0,0,10/1/2014,4/23/2015
1847975,"Alutiiq Diversified Services, LLC","Alutiiq Diversified Services, LLC",3909 Arctic Blvd.,Anchorage,AK,99503,561612,Security Guards and Patrol Services,0,0,0,0,0,2/1/2016,1/31/2018
1780849,"AM Recycling, Inc.","AM Recycling, Inc.",17305 Valley Blvd,La Puente,CA,91744,423930,Recyclable Material Merchant Wholesalers,2,0,1,1836,1,7/29/2014,7/28/2016
1797939,"AM Recycling, Inc.(Compton)","AM Recycling, Inc.",1800 N. Long Beach Blvd,Compton,CA,90221,423930,Recyclable Material Merchant Wholesalers,1,0,0,0,0,7/29/2014,7/28/2016
1844145,AM Recycling,AM Recycling,10365 Balboa Blvd,Granada Hills,CA,91344,42393,Recyclable Material Merchant Wholesalers,3,0,1,787.5,1,2/16/2016,2/2/2018
1844151,AM Recycling,AM Recycling Inc,1800 N LONG BEACH BLVD,Compton,CA,90221,423930,Recyclable Material Merchant Wholesalers,6,0,6,2331.3,6,2/10/2016,2/9/2018
